,Tair,Trad,Trad_V_0,LAI,fv,F,h_V,w_V,ea,P_atm,u,c_p,sza_degrees,sza_rad,vza_degrees,vza_rad,x_LAD,Sdn,z_T,z_u,KB_1_DEFAULT,alpha_PT,L,emis_leaf,emis_soil,rho_vis_leaf,tau_vis_leaf,rho_nir_leaf,tau_nir_leaf,rho_vis_soil,rho_nir_soil,z0_soil,leaf_width
10,289.16486616500407,296.11415264066744,289.16486616500407,3.752062338352749,0.5235968632703474,7.1659374,1.4193574012891568,0.3927078027711507,3.489541953611539,996.5392518180563,17.51306122646594,1005.3788621002169,18.17008112498376,0.31712774098544194,28.756266849962643,0.5018915371139463,0.7,68.35670421917861,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
11,307.01663867902516,317.9855798492829,307.01663867902516,4.972547801293233,0.2647012268538119,18.785511,1.482492525250847,0.44360633108715897,57.95978910375149,997.2351854229404,13.913452652350276,1035.3436241895574,84.4861540790076,1.4745615610259202,55.20922506030207,0.963582754776836,1.3,392.6105318308647,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
12,307.3105646093789,316.9303990957603,307.3105646093789,3.955215378646616,0.12369415800617423,31.975765,1.805648101817166,0.47672708023312205,52.79193638534754,1005.3145454887061,15.2733012561545,1032.2090410009876,43.93236913407416,0.7667644895911242,72.7400027423355,1.269552545763459,0.5,188.51835373476877,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
13,297.37063843248353,298.5400943875521,297.37063843248353,5.659372251643159,0.516591695265444,10.955214,0.6698936471487016,0.9507413899569872,35.96786062279476,1002.0339574327465,19.414550612873917,1022.9989305845506,86.58841623672151,1.5112529574181082,60.069719925895875,1.0484143934577272,1.5,655.7975055691295,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
14,286.9331446313365,300.664104332792,286.9331446313365,6.147766144229983,0.808861622142027,7.6005163,1.168741604885146,0.18061920797371178,36.7624078874909,1003.2716883314363,17.008915063267498,1023.4107887658137,10.592906412879998,0.18488109426037783,75.53888329522083,1.3184022267813473,0.2,826.2496275090493,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
15,309.91699248269805,317.9750800722965,309.91699248269805,4.817341414857922,0.4504261389303622,10.695075,1.9563742730996287,0.2319033934906105,46.99217956804836,1000.9308281314143,18.39003942477749,1029.1120072294336,15.19605876794714,0.2652212588272305,44.103683998442236,0.7697544980319547,1.5,822.1205387595267,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
16,308.2503503031752,315.710836492199,308.2503503031752,4.089397215013546,0.9051514349909954,4.517915,0.999439907038371,0.14159064109050112,24.35681860259472,1009.7379129547536,14.103467452378027,1016.5447470945609,68.1550894760078,1.189530713347673,45.49620658443723,0.7940586020659532,0.7,278.19826871828366,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
17,302.0032297480723,312.1237837744563,302.0032297480723,5.006693166368817,0.24989233591360893,20.0354,0.5555250993959298,0.6811693018296736,27.99856703130117,995.2493383809023,7.273371057196602,1018.7367584208032,12.251850056281947,0.21383512294277254,74.40023072634982,1.2985289904182566,0.7,994.9502148975919,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
18,311.0510761723405,313.7186344067585,311.0510761723405,7.601450685337119,0.16421816954731816,46.28873,0.30626994856119993,0.8970726949380632,32.603735884961154,999.2527723136772,12.163600192922889,1021.2022029664676,47.318659101359515,0.8258663989475048,20.408209463991884,0.3561904495833255,1.2,492.81647034306064,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
19,300.20930247793194,311.07459029083907,300.20930247793194,7.734571734304165,0.04844203218840537,159.66653,1.450969804272586,0.04601448556678933,27.37822506854667,992.3068739178159,13.879806373372078,1018.440257586722,53.63040202880342,0.9360270945708664,69.11393333536874,1.206265695706051,0.4,120.79102872415814,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
20,297.7328658986527,306.81056017489567,297.7328658986527,0.5187603919303081,0.8709017714749747,0.5956589,0.49209657952479224,0.9956664101804984,44.711826361727205,1001.2492584086015,4.752845926436777,1027.8399303035471,65.26277175487044,1.139050246100047,55.84294429295832,0.9746432419198996,1.7,734.0078724529657,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
21,307.77687253159905,318.51428363390573,307.77687253159905,7.870393512753629,0.9954927490187692,7.906028,1.8362690986497463,0.25379692117753583,77.67679458261829,992.6235632788163,11.91451742835595,1046.7108344993605,53.614229724780934,0.9357448346180406,32.229618452990195,0.5625129586662002,0.9,576.0169106235461,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
22,289.1029238752917,290.54547894227517,289.1029238752917,3.410567884549933,0.5045809868062711,6.759208,1.9579400676018013,0.11134093065378659,55.72102627542041,1002.4801691015616,5.421625357166093,1033.9236223690216,39.20828134206686,0.6843136034673278,82.72431531152598,1.4438116736440871,1.1,169.82726094307233,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
23,286.48298794626544,294.39882353088547,286.48298794626544,7.7379318189135375,0.6567844676657124,11.781539,0.17223898914755642,0.6359280920333774,5.87263193339485,1004.1745317658234,12.783887783818734,1006.6407283303048,40.139231569683965,0.700561750111437,89.95551357396029,1.5700198921880586,0.5,95.04947011253584,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
24,307.1273078811901,311.7321909401294,307.1273078811901,3.12078962116476,0.21532884755127035,14.493133,1.788233834008915,0.11064074104585464,15.390246520108715,1007.6778630641044,5.673802564631032,1011.7315961196905,82.00501190487755,1.4312574608772601,7.892535056136031,0.13775072305864922,1.8,457.93435869895603,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
25,290.823798280319,299.83979438131416,290.823798280319,7.248786357895739,0.9621167529278039,7.5342064,1.0990090066461098,0.13026235293984023,7.894975909200657,1006.1069232064216,17.796018016492997,1007.7173772495721,36.00633053330191,0.6284290193674842,2.0144426306138463,0.03515865649674754,1.9,197.04954356740566,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
26,311.915956380839,321.8069603747963,311.915956380839,3.8916570578334326,0.8954928763734531,4.345827,1.730556979600054,0.34036253305713526,66.49215481067014,1003.2028178477817,11.979531709653612,1039.92895186827,42.51380768848172,0.7420059217236857,64.82319659507782,1.1313782122516853,1.1,557.5149451276742,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
27,285.8953262076556,287.11293332267905,285.8953262076556,0.71210259707816,0.7017951535042106,1.0146873,1.2730345245158063,0.7525555609397516,39.01163150747543,1005.5632151491035,15.78437200892994,1024.598248827774,15.120133989416445,0.26389612145802244,4.114775720650627,0.07181638430647587,0.6,536.2293805716183,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
28,298.9888563602444,310.15001460736664,298.9888563602444,1.0077173429389132,0.6046118873524189,1.6667178,0.4440320695228559,0.35230841094946375,20.55328905665169,1006.1898350221287,7.645063868294104,1014.5309628914778,65.53337321959009,1.143773132620124,35.08204081033096,0.6122971204592947,0.8,358.5436328246938,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
29,288.8372865294109,293.747051650796,288.8372865294109,4.131063020057705,0.5579016191306112,7.4046445,0.561283948280525,0.38802932032782667,69.04908051076931,992.1191964341423,8.372923249108625,1041.8017006645848,75.15688218740215,1.3117350497036453,31.765296416365956,0.5544090103375415,1.8,349.7217777970202,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
30,289.52456500291004,296.96086073905224,289.52456500291004,3.6561327953621756,0.9881635157098579,3.6999269,0.2867130634769779,0.23484089538689856,19.001701425273083,992.7532766401645,14.093898732813079,1013.8311912588782,11.1563989562124,0.19471589445196505,76.95836876538792,1.3431769219199827,1.6,613.9674130096697,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
31,295.0275169215431,299.6993502576626,295.0275169215431,1.2881118146018622,0.022845763436780575,56.38296,0.6481275829211497,0.07881259441555255,67.50094556841265,996.8487670619103,3.88772114794127,1040.7380727634873,79.04276899867789,1.3795565689202305,79.80786287960004,1.3929099762291834,1.1,862.6785446759654,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
32,286.82042852069867,298.6301705759207,286.82042852069867,4.939913958607273,0.8029434165368688,6.1522565,0.9052632481195297,0.8483915908972083,25.062844451842132,1000.1078020455678,19.4418687437445,1017.0569743750029,30.003451850777576,0.5236590217596551,82.07383198078136,1.4324585977932542,0.5,864.8302350170691,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
33,285.9614836896025,300.9007280745026,285.9614836896025,5.824049330519664,0.17527164699171738,33.228703,1.4279463341158556,0.9797436918826181,70.80872773958738,997.5809527671886,7.829169029681138,1042.5837175678375,74.15341032823041,1.2942211618099897,81.31704191608969,1.4192501194180036,0.2,696.9208638808101,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
34,294.56910106235847,304.24308123554994,294.56910106235847,0.9808817574511908,0.7227585323256003,1.3571361,1.9774169757056819,0.9531396847631116,59.810281239954016,1009.8418213575441,13.087598922561916,1035.9639687525278,22.38497199038322,0.39069146419889567,58.39824663159739,1.0192416811130625,0.6,836.4405047875374,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
35,306.5610994748621,310.27127399913326,306.5610994748621,0.3951316729951486,0.3983705014856218,0.9918698,0.002285489442608535,0.618447298803256,7.706695298502906,1007.2493843679482,10.417278474498765,1007.6118258762558,76.27787779466176,1.331300113950719,30.78016567254705,0.5372152352952808,1.4,673.7662067212041,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
36,300.93332574998846,311.0568768447515,300.93332574998846,7.848445040727971,0.08956062619808425,87.63276,0.7898793526289818,0.46083692290435674,11.75123419907222,992.504923517324,6.060877967744977,1009.8730089815914,23.86253532119537,0.41647980922830186,8.654753232746534,0.15105393985905013,1.0,434.57695630905977,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
37,304.6419338428558,311.45346100295893,304.6419338428558,4.621422847873551,0.13141561292677417,35.166466,1.6591011618150713,0.047779197270220286,70.42881011934361,998.2404573190267,14.946627795846315,1042.341885319396,4.396657921698154,0.07673615681752383,41.86519997999391,0.7306855816567579,0.4,390.30942962825657,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
38,292.4125854395727,298.62975337018185,292.4125854395727,0.5372202539888997,0.11960407355635905,4.4916553,0.4312745206735351,0.7179976260069479,41.4762777110164,990.7199245610171,0.6928404084780304,1026.2940850870766,78.20035648945063,1.3648536969742278,83.43813485062286,1.456270174866396,0.7,707.4301535188168,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
39,304.05987925580627,305.26684923391775,304.05987925580627,5.79610211732265,0.7055006238449942,8.215588,1.5889198971552583,0.7681847785917848,0.20126510430091393,995.4900881869021,10.371847836576633,1003.6083453807702,50.768757566562556,0.8860819766833008,1.5551638985262362,0.02714273043743381,2.0,742.6557792836859,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
40,285.933327876013,290.26956429205273,285.933327876013,3.7734969319498184,0.5816470996608197,6.4876056,1.5593778771076499,0.15820740690534196,79.90549455825827,999.8125548719045,7.338212453071547,1047.6596879380882,19.011176550884596,0.3318076254908755,54.15197372945529,0.9451302380324679,1.1,770.6480411084788,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
41,305.0934146215323,310.1119131044569,305.0934146215323,6.762638500567445,0.0009059089609363413,7465.0312,0.0706959508125593,0.09219283980116333,15.762121967628602,999.7540941853812,10.070536304173368,1011.9989074619328,52.45510298820949,0.9155142566169719,4.123620123200162,0.07197074825133704,0.7,9.164276181842679,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
42,283.11605910730515,289.3150713039299,283.11605910730515,3.2868608023919412,0.7124565282513273,4.6134195,1.1536569498838674,0.5145054393719838,20.734251542506136,997.5812660807804,14.25032499215156,1014.7256442537041,63.93690692757131,1.1159095394272909,36.409399049093366,0.6354638920791718,1.3,140.34733491685935,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
43,306.9625070700871,307.8762633854362,306.9625070700871,3.209851219268155,0.1567779784154416,20.473866,1.0989857825981617,0.3682620142491627,77.12297220080816,1007.1749447580675,5.363489304800531,1045.7552422458864,18.25492874423453,0.3186086113038464,30.29235647364156,0.5287013586528642,0.8,610.1329815911686,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
44,285.40191141855735,295.00139509761635,285.40191141855735,2.2519836572912233,0.6049149699713444,3.7228103,1.5993906169153635,0.5059290043938667,20.67626573534973,999.3734148933829,3.956042714444048,1014.6737703788323,10.303199349046011,0.17982475213018936,0.2355257516489473,0.004110699839508594,1.5,59.28439601291369,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
45,291.13282149023405,292.9609384430536,291.13282149023405,2.8945405534788495,0.14754645464563854,19.617825,1.305170457789643,0.470131904300613,15.981143116773397,1003.8861505101329,16.464846324834145,1012.0820353794535,87.34907538636412,1.5245289640647919,1.9092780556430267,0.03332318840704632,0.1,379.2126410608639,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
46,300.920468554386,315.6974961180905,300.920468554386,2.075956811373903,0.04744690067640578,43.753265,1.22917840019081,0.9696169124712202,63.9198078286141,1004.8981351238415,8.181551838920191,1038.4243885678516,62.136461042954565,1.0844858307367469,25.806725291390343,0.4504123254924545,0.0,180.73550480463618,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
47,303.1863360734883,307.2457997874288,303.1863360734883,6.858943308603368,0.7167969099533409,9.568879,1.9625723099058854,0.0077797563212370635,29.666720999264456,1006.0916275663257,19.55699221852333,1019.4788514037405,51.41384805597962,0.8973409296969302,32.51411926629589,0.5674784345829863,0.4,585.3593373756044,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
48,307.31522544744894,315.6415998362524,307.31522544744894,1.946002425931928,0.09955374856593135,19.547255,1.2825217905023565,0.05013611543519647,68.78437990045059,1004.3260742422044,3.811984536700903,1041.174897935348,39.45944100243604,0.6886971664889606,27.608995497587106,0.48186787460118513,0.5,923.6009404036887,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
49,296.1233558247674,306.3934118923993,296.1233558247674,7.220860829854875,0.9034472788885989,7.9925647,0.1306033928452912,0.2949084345935724,54.00626561576765,992.3569604085973,0.6760483483338264,1033.2748238291342,55.415220943118676,0.9671780611775382,49.90617025746886,0.8710269880536978,0.9,122.07319491766889,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
50,294.0378723705725,301.9441662678654,294.0378723705725,1.3130852049531985,0.6413927715400098,2.0472405,1.8851649733066207,0.1131044202527266,4.988966371024839,1008.4489194019388,18.96095432095622,1006.1559215443821,1.5876496820989938,0.02770971432086872,17.90695147699705,0.3125352622684602,0.8,471.3009791241992,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
51,292.35672018098205,296.2099838980597,292.35672018098205,6.30665898930183,0.030002379385111633,210.20529,0.48113247804408177,0.2001716864383294,30.514051261529744,1004.798690821584,13.407619282963575,1019.961927205912,46.060294737695656,0.8039037976118071,18.396557271542243,0.3210804954201167,1.2,773.9038021534119,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
52,295.9787138210095,296.40550266747385,295.9787138210095,1.950343982983429,0.42006330776047807,4.6429763,0.495696767058595,0.3813201629180736,3.230332143800556,1006.2771941353831,1.242378913112241,1005.2222751257574,73.4031632537833,1.2811268801574327,8.996125567366466,0.15701201107338777,0.0,597.1645426611394,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
53,307.81693798012884,318.87291773310204,307.81693798012884,4.580347121766486,0.9352849432332284,4.8972745,1.5656030439824236,0.7226817830303662,24.19050553105107,1005.3194441649409,3.0348113828624945,1016.5123214545935,24.53004998914035,0.42813013798929833,7.89231829081246,0.13774693979004876,0.0,151.49919390849453,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
54,296.9103621405507,297.0705454453797,296.9103621405507,2.321005895118472,0.6143050012978687,3.778263,1.3677696818785698,0.6182912678899422,21.19628397150518,1008.7024987990674,15.867942939209422,1014.8502572331676,61.20210690589955,1.0681782746655064,45.25919024588039,0.7899218865771148,1.8,940.0130976187685,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
55,297.99920925269777,300.47975448739743,297.99920925269777,0.6590791917559393,0.7679215265836644,0.85826373,1.6980166816766569,0.3985200124243754,47.77630703347185,998.3972203298698,0.983859694600453,1029.614547528896,81.93222656848957,1.4299871171101184,39.32145125692412,0.6862887910957887,0.3,998.472731663262,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
56,288.40742225556676,290.967336223678,288.40742225556676,1.6631463138685643,0.5826475672153827,2.8544636,0.66721123166788,0.19674325590595798,58.98862005533233,1000.2723641536018,10.358178416997443,1035.8211123240458,62.28390380274501,1.0870591923533173,56.409294794823715,0.984527922897773,1.4,479.62408731863917,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
57,306.667250681685,319.740709907866,306.667250681685,1.9377272020048162,0.9738946231763814,1.9896683,0.3833236288457058,0.24563210383730272,34.2174149972898,1001.6350476560139,18.548850117168094,1022.0450474775221,86.28775577198772,1.5060054423779272,8.588200798888353,0.14989238076300912,1.7,943.8369358941435,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
58,310.2248131324395,315.2767051651059,310.2248131324395,7.755164218877425,0.4102458069315812,18.903702,1.2720629062640376,0.4744597007211998,21.688217840201123,1009.5695433842187,14.337086153779897,1015.1057804613464,85.56307309981403,1.4933573437163457,5.831283203948823,0.10177509152515098,0.7,597.3329373566804,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
59,302.71478534711764,309.62037577434756,302.71478534711764,3.4347870245223264,0.6416632824031433,5.352943,1.8157261848905544,0.8423068406139587,46.239527741376136,995.8658249978761,4.532312127030236,1028.824930195196,3.5783017710525855,0.06245314753481194,12.254090941740092,0.21387423377217724,0.5,589.7683073702136,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
60,298.65219585947597,306.62685907019545,298.65219585947597,4.723454347671136,0.6836379699262181,6.909292,1.4439553220657066,0.32243528131516785,74.25135836317934,1001.7565311156175,3.5488119845204036,1044.362936707828,49.994157190793736,0.8725626497389496,22.25280478882977,0.388384711368641,1.4,713.3108692901106,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
61,301.1611646540256,306.4730493151605,301.1611646540256,6.1623794592452406,0.9466049754138719,6.50998,0.15788880272545436,0.5681724418937611,38.87455249911851,997.3712742083746,12.651867236167993,1024.6982697065964,35.501690796510744,0.6196213944240807,58.34071445334287,1.018237555176677,0.9,519.8305964093794,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
62,286.28661308140016,296.38681455520253,286.28661308140016,2.7286362069363657,0.833460821445011,3.2738626,0.14638502655708074,0.5967502825469894,50.35516844749914,990.8424161702673,4.949256283739145,1031.2657351722212,18.68330923128854,0.3260852612542358,49.28147717105686,0.8601240368813631,1.4,162.07070714857684,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
63,298.21495611338906,299.51684797947496,298.21495611338906,6.913828041146883,0.7657024724732606,9.029392,1.2859143977581342,0.43763000929253815,1.0926911115464577,996.653767845966,1.2442590972698997,1004.0877312502968,88.69342401676522,1.5479922739599674,77.12481239514972,1.3460819112782965,0.3,292.01969767203605,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
64,299.91676966207893,314.6213594506444,299.91676966207893,5.684166196667931,0.5419576965463033,10.48821,1.463592676262202,0.0731135440076045,16.38653465463138,1004.2342359830478,8.80204963715715,1012.298016759611,55.73667422986525,0.9727884794226235,68.96732730713936,1.2037069378101763,1.5,752.9017677422904,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
65,299.81350821113773,305.0378472984202,299.81350821113773,5.518414382685579,0.45694719046836707,12.0767,0.2935717853313806,0.6358455762731108,11.70955361455122,1007.4046316776969,11.71508098129374,1009.7559665345984,58.47464247652332,1.020575040141863,38.25946326085319,0.6677536039476942,2.0,188.30941305356575,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
66,309.16098073853385,310.1036268114897,309.16098073853385,1.600357141073049,0.6119402173668548,2.6152182,0.5916820236229072,0.2870498255060535,74.60409160719621,991.9719522012596,2.275137087204231,1044.9795643166854,21.90743756860677,0.3823569162472893,37.1611821278931,0.6485849820650071,1.9,205.17902151042978,2,2,0.0,1.7,inf,0.97,0.95,0.07,0.08,0.32,0.33,0.15,0.25,0.01,0.1
